range,surface_offset_mm,z_shift_mm,piece,rmse_mm,mae_mm,max_error_mm,points,winner
full,0.125,0.09999999999999992,Queen,0.33672834546980807,0.28134159641130546,1.0157543790720602,236,0
full,0.125,0.1499999999999999,Pawn,1.3195963960091075,1.092400923343222,1.967551053632702,236,0
full,0.125,0.1499999999999999,Bishop,0.2298955828207133,0.20688518984075416,0.6065709999999971,235,1
full,0.125,0.1499999999999999,Queen,0.3651369839920788,0.30170781638938116,1.1779999999999973,236,0
full,0.125,0.1999999999999999,Pawn,1.2905785657588236,1.0641373868020396,1.9416598613033997,236,0
full,0.125,0.1999999999999999,Bishop,0.25327318220950873,0.22664376899527927,0.7147254139678143,234,1
full,0.125,0.1999999999999999,Queen,0.3940535524141385,0.3244118081224156,1.1779999999999973,236,0
full,0.125,0.24999999999999983,Pawn,1.2619395990639803,1.0362745090664538,1.898551053632703,236,0
full,0.125,0.24999999999999983,Bishop,0.2823798695423876,0.25160307734210796,0.7528209999999991,234,1
full,0.125,0.24999999999999983,Queen,0.42362020774798076,0.34690519322894753,1.3242499999999993,236,0
full,0.125,0.2999999999999999,Pawn,1.2329550349037803,1.0079084359043375,1.8736598613033983,236,0
full,0.125,0.2999999999999999,Bishop,0.31160737181684245,0.27378346481751625,0.8377254139678172,233,1
full,0.125,0.2999999999999999,Queen,0.4530401402866196,0.3710996773791666,1.3242499999999993,236,0
full,0.15000000000000002,-0.3,Pawn,1.5916362604089205,1.3459241297643367,2.311659861303399,232,0
full,0.15000000000000002,-0.3,Bishop,0.21687857470927538,0.14878275769507743,1.202248389708565,232,0
full,0.15000000000000002,-0.3,Queen,0.19779659289003418,0.1319773849765787,1.152999999999997,232,1
full,0.15000000000000002,-0.25,Pawn,1.5640416379785897,1.3198828128565674,2.2685510536327023,233,0
full,0.15000000000000002,-0.25,Bishop,0.19518755362187495,0.13210912099284644,1.3325848082566552,232,0
full,0.15000000000000002,-0.25,Queen,0.19514077031734636,0.1412263471105483,1.038713003679435,232,1
full,0.15000000000000002,-0.2,Pawn,1.534691015102503,1.2913269017395963,2.241659861303395,233,0
full,0.15000000000000002,-0.2,Bishop,0.17168757822946748,0.11890548888991673,1.0792483897085674,233,1
full,0.15000000000000002,-0.2,Queen,0.19799460815642633,0.1552967607412978,0.9709999999999983,233,0
full,0.15000000000000002,-0.15000000000000002,Pawn,1.5071209196499016,1.2652914905958437,2.1985510536326984,234,0
full,0.15000000000000002,-0.15000000000000002,Bishop,0.15976454175320642,0.11183867351072001,1.1863348082566532,233,1
full,0.15000000000000002,-0.15000000000000002,Queen,0.20754599868840404,0.17162547568324282,0.8567130036794364,233,0
full,0.15000000000000002,-0.10000000000000003,Pawn,1.4777242630589564,1.2367870431851544,2.1726598613033996,234,0
full,0.15000000000000002,-0.10000000000000003,Bishop,0.15072418447690042,0.1152184427110818,0.9329983897085601,234,1
full,0.15000000000000002,-0.10000000000000003,Queen,0.2224752219357748,0.18796860688404451,0.7230000000000008,234,0
full,0.15000000000000002,-0.050000000000000044,Pawn,1.450211960176178,1.2109072714869258,2.129551053632703,235,0
full,0.15000000000000002,-0.050000000000000044,Bishop,0.15385374774009095,0.12221051910936934,1.0043348082566599,234,1
full,0.15000000000000002,-0.050000000000000044,Queen,0.2420372921549942,0.20475955484698924,0.7230000000000008,234,0
full,0.15000000000000002,-5.551115123125783e-17,Pawn,1.4208025073085684,1.1822275008437217,2.1046598613033947,235,0
full,0.15000000000000002,-5.551115123125783e-17,Bishop,0.15946757163427921,0.13547475478443627,0.7509983897085615,235,1
full,0.15000000000000002,-5.551115123125783e-17,Queen,0.2638643190563967,0.22107937876964454,0.8087543790720613,235,0
full,0.15000000000000002,0.04999999999999993,Pawn,1.3933790551439877,1.1565008847433365,2.061551053632698,236,0
full,0.15000000000000002,0.04999999999999993,Bishop,0.1749512787304559,0.1500052588848783,0.756334808256657,235,1
full,0.15000000000000002,0.04999999999999993,Queen,0.2893780424595839,0.23792046734824138,0.9709999999999983,235,0
full,0.15000000000000002,0.09999999999999992,Pawn,1.3640711268286534,1.1279426385520108,2.0356598613033956,236,0
full,0.15000000000000002,0.09999999999999992,Bishop,0.18784678545240946,0.1646038278024945,0.543475413967812,235,1
full,0.15000000000000002,0.09999999999999992,Queen,0.31631658044475125,0.2569771896316441,0.9907543790720599,236,0
full,0.15000000000000002,0.1499999999999999,Pawn,1.3353227232084632,1.0999113555466118,1.9925510536327025,236,0
full,0.15000000000000002,0.1499999999999999,Bishop,0.2087433760900182,0.18392166643649854,0.5815709999999967,235,1
full,0.15000000000000002,0.1499999999999999,Queen,0.34519963051916736,0.27796768034777775,1.152999999999997,236,0
full,0.15000000000000002,0.1999999999999999,Pawn,1.3062664669869346,1.071532379889287,1.9666598613034,236,0
full,0.15000000000000002,0.1999999999999999,Bishop,0.2324412368474221,0.20411629890980884,0.689725413967814,234,1
full,0.15000000000000002,0.1999999999999999,Queen,0.3745483937599781,0.30113556377325007,1.152999999999997,236,0
full,0.15000000000000002,0.24999999999999983,Pawn,1.2775780358614346,1.0433612124562843,1.9235510536327034,236,0
