piece,z_mm,half_width_mm
Queen,43.73737374,3.821428571
Queen,43.83838384,3.821428571
Queen,43.93939394,3.821428571
Queen,44.04040404,3.857142857
Queen,44.14141414,3.857142857
Queen,44.24242424,3.857142857
Queen,44.34343434,3.857142857
Queen,44.44444444,3.857142857
Queen,44.54545455,3.892857143
Queen,44.64646465,3.892857143
Queen,44.74747475,3.892857143
Queen,44.84848485,3.892857143
Queen,44.94949495,3.892857143
Queen,45.05050505,3.892857143
Queen,45.15151515,3.892857143
Queen,45.25252525,3.928571429
Queen,45.35353535,3.928571429
Queen,45.45454545,3.928571429
Queen,45.55555556,3.964285714
Queen,45.65656566,3.964285714
Queen,45.75757576,4
Queen,45.85858586,4
Queen,45.95959596,4.035714286
Queen,46.06060606,4.035714286
Queen,46.16161616,4.071428571
Queen,46.26262626,4.071428571
Queen,46.36363636,4.107142857
Queen,46.46464646,4.107142857
Queen,46.56565657,4.142857143
Queen,46.66666667,4.142857143
Queen,46.76767677,4.178571429
Queen,46.86868687,4.178571429
Queen,46.96969697,4.178571429
Queen,47.07070707,4.214285714
Queen,47.17171717,4.25
Queen,47.27272727,4.25
Queen,47.37373737,4.25
Queen,47.47474747,4.285714286
Queen,47.57575758,4.285714286
Queen,47.67676768,4.321428571
Queen,47.77777778,4.321428571
Queen,47.87878788,4.357142857
Queen,47.97979798,4.357142857
Queen,48.08080808,4.392857143
Queen,48.18181818,4.392857143
Queen,48.28282828,4.428571429
Queen,48.38383838,4.428571429
Queen,48.48484848,4.464285714
Queen,48.58585859,4.464285714
Queen,48.68686869,4.5
Queen,48.78787879,4.5
Queen,48.88888889,4.535714286
Queen,48.98989899,4.535714286
Queen,49.09090909,4.571428571
Queen,49.19191919,4.571428571
Queen,49.29292929,4.607142857
Queen,49.39393939,4.607142857
Queen,49.49494949,4.642857143
Queen,49.5959596,4.642857143
Queen,49.6969697,4.678571429
Queen,49.7979798,4.678571429
Queen,49.8989899,4.714285714
Queen,50,4.75
Queen,50.1010101,4.75
Queen,50.2020202,4.785714286
Queen,50.3030303,4.821428571
Queen,50.4040404,4.857142857
Queen,50.50505051,4.892857143
Queen,50.60606061,4.892857143
Queen,50.70707071,4.928571429
Queen,50.80808081,4.964285714
Queen,50.90909091,5
Queen,51.01010101,5.035714286
Queen,51.11111111,5.035714286
Queen,51.21212121,5.071428571
Queen,51.31313131,5.107142857
Queen,51.41414141,5.142857143
Queen,51.51515152,5.178571429
Queen,51.61616162,5.178571429
Queen,51.71717172,5.214285714
Queen,51.81818182,5.25
Queen,51.91919192,5.285714286
Queen,52.02020202,5.321428571
Queen,52.12121212,5.357142857
Queen,52.22222222,5.357142857
Queen,52.32323232,5.392857143
Queen,52.42424242,5.428571429
Queen,52.52525253,5.464285714
Queen,52.62626263,5.5
Queen,52.72727273,5.5
Queen,52.82828283,5.535714286
Queen,52.92929293,5.571428571
Queen,53.03030303,5.607142857
Queen,53.13131313,5.642857143
Queen,53.23232323,5.642857143
Queen,53.33333333,5.678571429
Queen,53.43434343,5.714285714
Queen,53.53535354,5.75
Queen,53.63636364,5.785714286
Queen,53.73737374,5.821428571
Queen,53.83838384,5.821428571
Queen,53.93939394,5.857142857
Queen,54.04040404,5.892857143
Queen,54.14141414,5.928571429
Queen,54.24242424,5.928571429
Queen,54.34343434,5.928571429
Queen,54.44444444,5.928571429
Queen,54.54545455,5.928571429
Queen,54.64646465,5.928571429
Queen,54.74747475,5.928571429
Queen,54.84848485,5.892857143
Queen,54.94949495,5.892857143
Queen,55.05050505,5.892857143
Queen,55.15151515,5.892857143
Queen,55.25252525,5.892857143
Queen,55.35353535,5.892857143
Queen,55.45454545,5.892857143
Queen,55.55555556,5.892857143
Queen,55.65656566,5.857142857
Queen,55.75757576,5.892857143
Queen,55.85858586,5.892857143
Queen,55.95959596,5.892857143
Queen,56.06060606,5.892857143
Queen,56.16161616,5.892857143
Queen,56.26262626,5.928571429
Queen,56.36363636,5.928571429
Queen,56.46464646,5.928571429
Queen,56.56565657,5.928571429
Queen,56.66666667,5.964285714
Queen,56.76767677,5.964285714
Queen,56.86868687,5.964285714
Queen,56.96969697,5.964285714
Queen,57.07070707,5.964285714
Queen,57.17171717,6
Queen,57.27272727,6.035714286
Queen,57.37373737,6.035714286
Queen,57.47474747,6.071428571
Queen,57.57575758,6.071428571
Queen,57.67676768,6.107142857
Queen,57.77777778,6.107142857
Queen,57.87878788,6.142857143
Queen,57.97979798,6.178571429
Queen,58.08080808,6.178571429
Queen,58.18181818,6.214285714
Queen,58.28282828,6.214285714
Queen,58.38383838,6.25
Queen,58.48484848,6.285714286
Queen,58.58585859,6.321428571
Queen,58.68686869,6.357142857
Queen,58.78787879,6.392857143
Queen,58.88888889,6.392857143
Queen,58.98989899,6.464285714
Queen,59.09090909,6.464285714
Queen,59.19191919,6.5
Queen,59.29292929,6.535714286
Queen,59.39393939,6.571428571
Queen,59.49494949,6.607142857
Queen,59.5959596,6.642857143
Queen,59.6969697,6.678571429
Queen,59.7979798,6.714285714
Queen,59.8989899,6.785714286
Queen,60,6.821428571
Queen,60.1010101,6.857142857
Queen,60.2020202,6.928571429
Queen,60.3030303,6.964285714
Queen,60.4040404,7.035714286
Queen,60.50505051,7.071428571
Queen,60.60606061,7.107142857
Queen,60.70707071,7.178571429
Queen,60.80808081,7.214285714
Queen,60.90909091,7.25
Queen,61.01010101,7.321428571
Queen,61.11111111,7.392857143
Queen,61.21212121,7.428571429
Queen,61.31313131,7.5
Queen,61.41414141,7.571428571
Queen,61.51515152,7.642857143
Queen,61.61616162,7.714285714
Queen,61.71717172,7.785714286
Queen,61.81818182,7.821428571
Queen,61.91919192,7.892857143
Queen,62.02020202,7.964285714
Queen,62.12121212,8.035714286
Queen,62.22222222,8.107142857
Queen,62.32323232,8.214285714
Queen,62.42424242,8.321428571
Queen,62.52525253,8.392857143
Queen,62.62626263,8.5
Queen,62.72727273,8.607142857
Queen,62.82828283,8.678571429
Queen,62.92929293,8.785714286
Queen,63.03030303,8.892857143
Queen,63.13131313,9
Queen,63.23232323,9.071428571
Queen,63.33333333,9.178571429
Queen,63.43434343,9.285714286
Queen,63.53535354,9.357142857
Queen,63.63636364,9.464285714
Queen,63.73737374,9.571428571
Queen,63.83838384,9.678571429
Queen,63.93939394,9.75
Queen,64.04040404,9.857142857
Queen,64.14141414,9.964285714
Queen,64.24242424,10.03571429
Queen,64.34343434,10.03571429
Queen,64.44444444,10
Queen,64.54545455,9.785714286
Queen,64.64646465,9.535714286
Queen,64.74747475,9.25
Queen,64.84848485,9
Queen,64.94949495,8.75
Queen,65.05050505,8.5
Queen,65.15151515,8.214285714
Queen,65.25252525,7.964285714
Queen,65.35353535,7.75
Queen,65.45454545,7.571428571
Queen,65.55555556,7.428571429
Queen,65.65656566,7.25
Queen,65.75757576,7.107142857
Queen,65.85858586,6.928571429
Queen,65.95959596,6.785714286
Queen,66.06060606,6.607142857
Queen,66.16161616,6.464285714
Queen,66.26262626,6.285714286
Queen,66.36363636,6.142857143
Queen,66.46464646,5.964285714
Queen,66.56565657,5.821428571
Queen,66.66666667,5.678571429
Queen,66.76767677,5.571428571
Queen,66.86868687,5.464285714
Queen,66.96969697,5.357142857
Queen,67.07070707,5.25
Queen,67.17171717,5.142857143
Queen,67.27272727,5.035714286
Queen,67.37373737,4.928571429
Queen,67.47474747,4.821428571
Queen,67.57575758,4.714285714
Queen,67.67676768,4.607142857
Queen,67.77777778,4.5
Queen,67.87878788,4.392857143
Queen,67.97979798,4.285714286
Queen,68.08080808,4.178571429
Queen,68.18181818,4.071428571
Queen,68.28282828,3.928571429
Queen,68.38383838,3.785714286
Queen,68.48484848,3.607142857
Queen,68.58585859,3.464285714
Queen,68.68686869,3.285714286
Queen,68.78787879,3.142857143
Queen,68.88888889,2.964285714
Queen,68.98989899,2.821428571
Queen,69.09090909,2.642857143
Queen,69.19191919,2.5
Queen,69.29292929,2.321428571
Queen,69.39393939,2.178571429
Queen,69.49494949,1.892857143
Queen,69.5959596,1.571428571
Queen,69.6969697,1.25
Queen,69.7979798,0.964285714
Queen,69.8989899,0.642857143
Queen,70,0.321428571
