line,z,x1,y1,z1,x2,y2,z2,e1,e2,delta_e,xy_distance,xyz_distance
1690,3.45,66.417,55.999,3.45,66.232,55.884,3.45,2.07534,2.08864,0.013299999999999645,0.21783020910792264,0.2178302091079226
1691,3.45,66.232,55.884,3.45,65.991,55.539,3.45,2.08864,2.11424,0.02560000000000029,0.4208396369164851,0.4208396369164851
1692,3.45,65.991,55.539,3.45,65.788,55.862,3.45,2.11424,2.13747,0.023229999999999862,0.38149442984138243,0.38149442984138243
1693,3.45,65.788,55.862,3.45,65.631,55.978,3.45,2.13747,2.14938,0.011909999999999865,0.19520502042723906,0.19520502042723906
1694,3.45,65.631,55.978,3.45,65.423,56.031,3.45,2.14938,2.16248,0.013100000000000112,0.21464622055838545,0.21464622055838542
1695,3.45,65.423,56.031,3.45,65.217,55.999,3.45,2.16248,2.17515,0.012669999999999959,0.20847062143141665,0.20847062143141665
1696,3.45,65.217,55.999,3.45,65.032,55.884,3.45,2.17515,2.18845,0.01330000000000009,0.21783020910792264,0.2178302091079226
1697,3.45,65.032,55.884,3.45,64.915,55.716,3.45,2.18845,2.20089,0.012439999999999785,0.2047266470198676,0.20472664701986762
1698,3.45,64.915,55.716,3.45,64.869,55.522,3.45,2.20089,2.21308,0.012190000000000367,0.1993790360093097,0.1993790360093097
1699,3.45,64.869,55.522,3.45,64.904,55.309,3.45,2.21308,2.2262,0.013119999999999798,0.21585643377022648,0.21585643377022648
1700,3.45,64.904,55.309,3.45,65.013,55.136,3.45,2.2262,2.23868,0.012480000000000047,0.20447493733951871,0.20447493733951871
1701,3.45,65.013,55.136,3.45,65.185,55.014,3.45,2.23868,2.25152,0.012840000000000185,0.21087437018281513,0.21087437018281513
1702,3.45,65.185,55.014,3.45,65.388,54.969,3.45,2.25152,2.2642,0.012680000000000025,0.2079278721095403,0.2079278721095403
1703,3.45,65.388,54.969,3.45,65.596,55.006,3.45,2.2642,2.27705,0.012849999999999806,0.2112652361369453,0.2112652361369453
1704,3.45,65.596,55.006,3.45,65.769,55.118,3.45,2.27705,2.28962,0.012570000000000192,0.2060897862583225,0.2060897862583225
1705,3.45,65.769,55.118,3.45,66.009,55.461,3.45,2.28962,2.3151,0.025479999999999947,0.41862751940119164,0.41862751940119164
1706,3.45,66.009,55.461,3.45,66.213,55.136,3.45,2.3151,2.3385,0.023399999999999643,0.3837199499635047,0.3837199499635048
1707,3.45,66.213,55.136,3.45,66.385,55.014,3.45,2.3385,2.35133,0.012830000000000119,0.21087437018282673,0.21087437018282673
1708,3.45,66.385,55.014,3.45,66.588,54.969,3.45,2.35133,2.36402,0.01269000000000009,0.20792787210952643,0.20792787210952643
1709,3.45,66.588,54.969,3.45,66.796,55.006,3.45,2.36402,2.37687,0.012849999999999806,0.2112652361369593,0.2112652361369593
1710,3.45,66.796,55.006,3.45,66.969,55.118,3.45,2.37687,2.38943,0.012560000000000127,0.20608978625831056,0.20608978625831056
1711,3.45,66.969,55.118,3.45,67.041,55.222,3.45,2.38943,2.39714,0.007709999999999884,0.12649110640673608,0.12649110640673608
1718,3.45,65.296,53.291,3.45,65.188,53.462,3.45,2.0,2.01229,0.012290000000000134,0.20224984548820577,0.20224984548820574
1719,3.45,65.188,53.462,3.45,65.031,53.578,3.45,2.01229,2.02419,0.0118999999999998,0.19520502042723906,0.19520502042723906
1720,3.45,65.031,53.578,3.45,64.823,53.631,3.45,2.02419,2.0373,0.013110000000000177,0.21464622055839921,0.21464622055839921
1721,3.45,64.823,53.631,3.45,64.617,53.599,3.45,2.0373,2.04996,0.012659999999999894,0.2084706214314037,0.20847062143140369
1722,3.45,64.617,53.599,3.45,64.432,53.484,3.45,2.04996,2.06327,0.013310000000000155,0.21783020910791887,0.21783020910791887
1723,3.45,64.432,53.484,3.45,64.191,53.139,3.45,2.06327,2.08887,0.025599999999999845,0.4208396369164851,0.4208396369164851
1724,3.45,64.191,53.139,3.45,63.988,53.462,3.45,2.08887,2.1121,0.023229999999999862,0.38149442984138243,0.38149442984138243
1725,3.45,63.988,53.462,3.45,63.831,53.578,3.45,2.1121,2.12401,0.01191000000000031,0.19520502042723906,0.19520502042723906
1726,3.45,63.831,53.578,3.45,63.623,53.631,3.45,2.12401,2.13711,0.013099999999999667,0.21464622055839233,0.21464622055839233
1727,3.45,63.623,53.631,3.45,63.417,53.599,3.45,2.13711,2.14978,0.012669999999999959,0.20847062143141074,0.2084706214314107
1728,3.45,63.417,53.599,3.45,63.232,53.484,3.45,2.14978,2.16308,0.01330000000000009,0.21783020910791887,0.21783020910791887
1729,3.45,63.232,53.484,3.45,63.115,53.316,3.45,2.16308,2.17552,0.012440000000000229,0.20472664701987167,0.20472664701987167
1730,3.45,63.115,53.316,3.45,63.069,53.122,3.45,2.17552,2.18771,0.012189999999999923,0.19937903600930806,0.19937903600930806
1731,3.45,63.069,53.122,3.45,63.104,52.909,3.45,2.18771,2.20083,0.013119999999999798,0.21585643377022648,0.21585643377022648
1732,3.45,63.104,52.909,3.45,63.213,52.736,3.45,2.20083,2.21331,0.012480000000000047,0.20447493733952093,0.20447493733952093
1733,3.45,63.213,52.736,3.45,63.385,52.614,3.45,2.21331,2.22614,0.012830000000000119,0.21087437018281513,0.21087437018281513
1734,3.45,63.385,52.614,3.45,63.588,52.569,3.45,2.22614,2.23883,0.01269000000000009,0.20792787210953878,0.20792787210953878
1735,3.45,63.588,52.569,3.45,63.796,52.606,3.45,2.23883,2.25168,0.012849999999999806,0.2112652361369453,0.2112652361369453
1736,3.45,63.796,52.606,3.45,63.969,52.718,3.45,2.25168,2.26425,0.012570000000000192,0.2060897862583225,0.2060897862583225
1737,3.45,63.969,52.718,3.45,64.209,53.061,3.45,2.26425,2.28972,0.02546999999999988,0.41862751940119575,0.4186275194011957
1738,3.45,64.209,53.061,3.45,64.413,52.736,3.45,2.28972,2.31313,0.023410000000000153,0.3837199499635108,0.3837199499635108
1739,3.45,64.413,52.736,3.45,64.585,52.614,3.45,2.31313,2.32596,0.012829999999999675,0.21087437018281513,0.21087437018281513
1740,3.45,64.585,52.614,3.45,64.788,52.569,3.45,2.32596,2.33865,0.01269000000000009,0.20792787210953878,0.20792787210953878
1741,3.45,64.788,52.569,3.45,64.996,52.606,3.45,2.33865,2.3515,0.01285000000000025,0.2112652361369453,0.2112652361369453
1742,3.45,64.996,52.606,3.45,65.169,52.718,3.45,2.3515,2.36406,0.012559999999999683,0.2060897862583225,0.2060897862583225
1743,3.45,65.169,52.718,3.45,65.284,52.883,3.45,2.36406,2.37633,0.012270000000000003,0.20112185361119217,0.20112185361119217
1744,3.45,65.284,52.883,3.45,65.331,53.078,3.45,2.37633,2.38855,0.01222000000000012,0.20058414693090737,0.20058414693090737
1745,3.45,65.331,53.078,3.45,65.308,53.217,3.45,2.38855,2.39714,0.008589999999999876,0.14089002803604891,0.14089002803604894
1752,3.45,77.75,40.75,3.45,77.75,70.25,3.45,2.0,3.79742,1.7974199999999998,29.5,29.5
1753,3.45,77.75,70.25,3.45,48.25,70.25,3.45,3.79742,5.59485,1.7974300000000003,29.5,29.5
1754,3.45,48.25,70.25,3.45,48.25,40.75,3.45,5.59485,7.39227,1.7974199999999998,29.5,29.5
1755,3.45,48.25,40.75,3.45,77.675,40.75,3.45,7.39227,9.18512,1.7928499999999996,29.424999999999997,29.424999999999997
1763,3.55,67.03,55.308,3.55,67.07,55.496,3.55,2.0,2.01168,0.011680000000000135,0.1922082204277441,0.1922082204277441
1764,3.55,67.07,55.496,3.55,67.039,55.668,3.55,2.01168,2.02232,0.010639999999999983,0.1747712791050019,0.1747712791050019
1765,3.55,67.039,55.668,3.55,66.942,55.823,3.55,2.02232,2.03347,0.011149999999999771,0.18284966502567618,0.18284966502567618
1766,3.55,66.942,55.823,3.55,66.785,55.933,3.55,2.03347,2.04517,0.011700000000000266,0.19170028690640703,0.19170028690640703
1767,3.55,66.785,55.933,3.55,66.606,55.971,3.55,2.04517,2.0563,0.01112999999999964,0.18298907071188836,0.18298907071188839
1768,3.55,66.606,55.971,3.55,66.412,55.932,3.55,2.0563,2.06833,0.012030000000000207,0.19788127753780815,0.19788127753780818
1769,3.55,66.412,55.932,3.55,66.256,55.822,3.55,2.06833,2.07997,0.011639999999999873,0.1908821626030094,0.1908821626030094
1770,3.55,66.256,55.822,3.55,66.058,55.5,3.55,2.07997,2.10298,0.023010000000000197,0.37800529096826024,0.37800529096826024
1771,3.55,66.058,55.5,3.55,66.256,55.178,3.55,2.10298,2.126,0.02301999999999982,0.37800529096826024,0.37800529096826024
1772,3.55,66.256,55.178,3.55,66.412,55.068,3.55,2.126,2.13759,0.01158999999999999,0.1908821626030094,0.1908821626030094
1773,3.55,66.412,55.068,3.55,66.599,55.03,3.55,2.13759,2.14925,0.011660000000000004,0.1908219064992247,0.1908219064992247
1774,3.55,66.599,55.03,3.55,66.769,55.061,3.55,2.14925,2.15976,0.01051000000000002,0.17280335644888528,0.1728033564488853
1775,3.55,66.769,55.061,3.55,66.921,55.156,3.55,2.15976,2.17066,0.01089999999999991,0.17924564150907574,0.17924564150907574
1776,3.55,66.921,55.156,3.55,66.986,55.247,3.55,2.17066,2.17752,0.006860000000000088,0.1118302284715537,0.1118302284715537
1778,3.55,65.955,55.483,3.55,65.742,55.823,3.55,2.17752,2.20196,0.02444000000000024,0.4012094216241684,0.40120942162416834
1779,3.55,65.742,55.823,3.55,65.585,55.933,3.55,2.20196,2.21365,0.011689999999999756,0.19170028690641866,0.19170028690641866
1780,3.55,65.585,55.933,3.55,65.406,55.971,3.55,2.21365,2.22478,0.011130000000000084,0.18298907071187448,0.18298907071187448
1781,3.55,65.406,55.971,3.55,65.212,55.932,3.55,2.22478,2.23682,0.012039999999999829,0.1978812775378221,0.19788127753782211
1782,3.55,65.212,55.932,3.55,65.056,55.822,3.55,2.23682,2.24846,0.011640000000000317,0.1908821626030094,0.1908821626030094
1783,3.55,65.056,55.822,3.55,64.961,55.667,3.55,2.24846,2.25949,0.011029999999999873,0.1817965896269788,0.1817965896269788
1784,3.55,64.961,55.667,3.55,64.931,55.5,3.55,2.25949,2.26986,0.01036999999999999,0.16967321532876248,0.16967321532876248
1785,3.55,64.931,55.5,3.55,64.961,55.333,3.55,2.26986,2.28023,0.01036999999999999,0.16967321532876248,0.16967321532876248
1786,3.55,64.961,55.333,3.55,65.056,55.178,3.55,2.28023,2.29127,0.011039999999999939,0.1817965896269788,0.1817965896269788
1787,3.55,65.056,55.178,3.55,65.212,55.068,3.55,2.29127,2.30286,0.01158999999999999,0.1908821626030094,0.1908821626030094
1788,3.55,65.212,55.068,3.55,65.399,55.03,3.55,2.30286,2.31452,0.011660000000000004,0.1908219064992247,0.1908219064992247
1789,3.55,65.399,55.03,3.55,65.569,55.061,3.55,2.31452,2.32502,0.010499999999999954,0.17280335644888528,0.1728033564488853
1790,3.55,65.569,55.061,3.55,65.721,55.156,3.55,2.32502,2.33593,0.010909999999999975,0.17924564150907574,0.17924564150907574
1791,3.55,65.721,55.156,3.55,65.911,55.422,3.55,2.33593,2.35585,0.019920000000000382,0.3268883601476171,0.3268883601476171
1798,3.55,64.985,53.533,3.55,64.806,53.571,3.55,2.0,2.01113,0.011130000000000084,0.18298907071188836,0.18298907071188839
1799,3.55,64.806,53.571,3.55,64.612,53.532,3.55,2.01113,2.02316,0.012029999999999763,0.1978812775378235,0.1978812775378235
1800,3.55,64.612,53.532,3.55,64.456,53.422,3.55,2.02316,2.0348,0.011640000000000317,0.19088216260299778,0.19088216260299778
1801,3.55,64.456,53.422,3.55,64.258,53.1,3.55,2.0348,2.05782,0.02301999999999982,0.37800529096826163,0.37800529096826163
1802,3.55,64.258,53.1,3.55,64.456,52.778,3.55,2.05782,2.08083,0.023010000000000197,0.3780052909682677,0.3780052909682677
1803,3.55,64.456,52.778,3.55,64.612,52.668,3.55,2.08083,2.09243,0.01159999999999961,0.19088216260299778,0.19088216260299778
1804,3.55,64.612,52.668,3.55,64.799,52.63,3.55,2.09243,2.10409,0.011660000000000004,0.19082190649923864,0.19082190649923864
1805,3.55,64.799,52.63,3.55,64.969,52.662,3.55,2.10409,2.11459,0.010500000000000398,0.17298554852933676,0.17298554852933676
1806,3.55,64.969,52.662,3.55,65.121,52.756,3.55,2.11459,2.1255,0.010909999999999975,0.17871765441612233,0.17871765441612236
1807,3.55,65.121,52.756,3.55,65.23,52.908,3.55,2.1255,2.13692,0.011419999999999764,0.18704277585622558,0.18704277585622558
1808,3.55,65.23,52.908,3.55,65.27,53.096,3.55,2.13692,2.1486,0.011680000000000135,0.19220822042773714,0.19220822042773714
1809,3.55,65.27,53.096,3.55,65.239,53.268,3.55,2.1486,2.15924,0.010639999999999983,0.17477127910500886,0.1747712791050089
1810,3.55,65.239,53.268,3.55,65.142,53.423,3.55,2.15924,2.17039,0.011149999999999771,0.18284966502567618,0.18284966502567618
1811,3.55,65.142,53.423,3.55,65.046,53.49,3.55,2.17039,2.17752,0.007130000000000081,0.11706835610017761,0.11706835610017761
1813,3.55,64.148,53.093,3.55,63.942,53.423,3.55,2.17752,2.20124,0.023719999999999963,0.3890192797278783,0.38901927972787825
1814,3.55,63.942,53.423,3.55,63.785,53.533,3.55,2.20124,2.21294,0.011700000000000266,0.19170028690641283,0.19170028690641286
1815,3.55,63.785,53.533,3.55,63.606,53.571,3.55,2.21294,2.22407,0.011130000000000084,0.18298907071188142,0.18298907071188142
1816,3.55,63.606,53.571,3.55,63.412,53.532,3.55,2.22407,2.2361,0.012029999999999763,0.1978812775378235,0.1978812775378235
1817,3.55,63.412,53.532,3.55,63.256,53.422,3.55,2.2361,2.24774,0.011639999999999873,0.19088216260300359,0.19088216260300359
1818,3.55,63.256,53.422,3.55,63.161,53.267,3.55,2.24774,2.25878,0.011039999999999939,0.18179658962697273,0.18179658962697273
1819,3.55,63.161,53.267,3.55,63.131,53.1,3.55,2.25878,2.26915,0.01036999999999999,0.16967321532876248,0.16967321532876248
1820,3.55,63.131,53.1,3.55,63.161,52.933,3.55,2.26915,2.27952,0.010370000000000434,0.16967321532876248,0.16967321532876248
1821,3.55,63.161,52.933,3.55,63.256,52.778,3.55,2.27952,2.29055,0.011029999999999873,0.1817965896269788,0.1817965896269788
1822,3.55,63.256,52.778,3.55,63.412,52.668,3.55,2.29055,2.30215,0.011600000000000055,0.19088216260300359,0.19088216260300359
1823,3.55,63.412,52.668,3.55,63.613,52.627,3.55,2.30215,2.31469,0.012539999999999996,0.20513897728125668,0.20513897728125668
1824,3.55,63.613,52.627,3.55,63.9,52.714,3.55,2.31469,2.33295,0.01825999999999972,0.29989664886423584,0.29989664886423584
1825,3.55,63.9,52.714,3.55,64.107,53.03,3.55,2.33295,2.35597,0.023020000000000262,0.3777631533117039,0.37776315331170385
1832,3.55,77.75,40.75,3.55,77.75,70.25,3.55,2.0,3.79742,1.7974199999999998,29.5,29.5
1833,3.55,77.75,70.25,3.55,48.25,70.25,3.55,3.79742,5.59485,1.7974300000000003,29.5,29.5
1834,3.55,48.25,70.25,3.55,48.25,40.75,3.55,5.59485,7.39227,1.7974199999999998,29.5,29.5
1835,3.55,48.25,40.75,3.55,77.675,40.75,3.55,7.39227,9.18512,1.7928499999999996,29.424999999999997,29.424999999999997
1838,3.65,77.75,40.75,3.65,77.75,70.25,3.65,9.18512,10.98254,1.7974200000000007,29.5,29.5
1839,3.65,77.75,70.25,3.65,48.25,70.25,3.65,10.98254,12.77997,1.7974300000000003,29.5,29.5
1840,3.65,48.25,70.25,3.65,48.25,40.75,3.65,12.77997,14.57739,1.797419999999999,29.5,29.5
1841,3.65,48.25,40.75,3.65,77.675,40.75,3.65,14.57739,16.37024,1.7928499999999996,29.424999999999997,29.424999999999997
1848,3.65,64.415,52.868,3.65,64.784,52.5,3.65,2.0,2.055,0.05500000000000016,0.5211381774539277,0.5211381774539277
1849,3.65,64.784,52.5,3.65,64.368,52.916,3.65,2.055,2.11715,0.06214999999999993,0.5883128419472131,0.5883128419472131
1857,3.75,64.009,56.87,3.75,64.182,56.83,3.75,2.0,2.0108,0.010800000000000143,0.1775640729427002,0.1775640729427002
1858,3.75,64.182,56.83,3.75,64.365,56.86,3.75,2.0108,2.0221,0.011299999999999866,0.1854427135263001,0.1854427135263001
1859,3.75,64.365,56.86,3.75,64.517,56.952,3.75,2.0221,2.03295,0.010850000000000026,0.1776738585161027,0.1776738585161027
1860,3.75,64.517,56.952,3.75,64.627,57.104,3.75,2.03295,2.0444,0.01144999999999996,0.18762729012593074,0.18762729012593074
1861,3.75,64.627,57.104,3.75,64.704,57.418,3.75,2.0444,2.06408,0.019680000000000142,0.32330326320654384,0.32330326320654384
1862,3.75,64.704,57.418,3.75,64.965,57.46,3.75,2.06408,2.08015,0.01607000000000003,0.26435771220073245,0.2643577122007325
1863,3.75,64.965,57.46,3.75,65.117,57.552,3.75,2.08015,2.091,0.010850000000000026,0.1776738585161027,0.1776738585161027
1864,3.75,65.117,57.552,3.75,65.227,57.704,3.75,2.091,2.10245,0.01144999999999996,0.18762729012593074,0.18762729012593074
1865,3.75,65.227,57.704,3.75,65.269,57.875,3.75,2.10245,2.11319,0.01073999999999975,0.17608236708995004,0.17608236708995004
1866,3.75,65.269,57.875,3.75,65.241,58.064,3.75,2.11319,2.12483,0.011640000000000317,0.19106281689538743,0.19106281689538746
1867,3.75,65.241,58.064,3.75,65.142,58.223,3.75,2.12483,2.13621,0.011379999999999946,0.18730189534545666,0.1873018953454567
1868,3.75,65.142,58.223,3.75,64.985,58.333,3.75,2.13621,2.14791,0.011699999999999822,0.19170028690640703,0.19170028690640703
1869,3.75,64.985,58.333,3.75,64.807,58.37,3.75,2.14791,2.15898,0.011070000000000135,0.1818048404196075,0.1818048404196075
1870,3.75,64.807,58.37,3.75,64.622,58.335,3.75,2.15898,2.17046,0.011479999999999713,0.1882817038376289,0.1882817038376289
1871,3.75,64.622,58.335,3.75,64.478,58.242,3.75,2.17046,2.18086,0.010400000000000187,0.17142053552594633,0.17142053552594633
1872,3.75,64.478,58.242,3.75,64.373,58.095,3.75,2.18086,2.19191,0.011050000000000004,0.18064883060788797,0.18064883060788797
1873,3.75,64.373,58.095,3.75,64.297,57.788,3.75,2.19191,2.2112,0.019289999999999807,0.3162672920173733,0.3162672920173733
1874,3.75,64.297,57.788,3.75,64.022,57.735,3.75,2.2112,2.22826,0.017060000000000297,0.28006070770458863,0.28006070770458863
1875,3.75,64.022,57.735,3.75,63.878,57.642,3.75,2.22826,2.23867,0.010409999999999808,0.17142053552594247,0.17142053552594247
1876,3.75,63.878,57.642,3.75,63.773,57.495,3.75,2.23867,2.24971,0.011039999999999939,0.18064883060789788,0.18064883060789788
1877,3.75,63.773,57.495,3.75,63.73,57.324,3.75,2.24971,2.26043,0.010720000000000063,0.1763235662071305,0.1763235662071305
1878,3.75,63.73,57.324,3.75,63.759,57.136,3.75,2.26043,2.27204,0.01161000000000012,0.19022355269523916,0.19022355269523916
1879,3.75,63.759,57.136,3.75,63.856,56.978,3.75,2.27204,2.28332,0.011279999999999735,0.185399568500039,0.185399568500039
1880,3.75,63.856,56.978,3.75,63.948,56.914,3.75,2.28332,2.29014,0.00682000000000027,0.1120714058089742,0.1120714058089742
1887,3.75,61.385,55.333,3.75,61.207,55.37,3.75,2.0,2.01107,0.011070000000000135,0.1818048404196075,0.1818048404196075
1888,3.75,61.207,55.37,3.75,61.022,55.335,3.75,2.01107,2.02255,0.011479999999999713,0.1882817038376289,0.1882817038376289
1889,3.75,61.022,55.335,3.75,60.878,55.242,3.75,2.02255,2.03295,0.010400000000000187,0.17142053552594036,0.17142053552594036
1890,3.75,60.878,55.242,3.75,60.773,55.095,3.75,2.03295,2.044,0.011050000000000004,0.1806488306078921,0.1806488306078921
1891,3.75,60.773,55.095,3.75,60.73,54.924,3.75,2.044,2.05472,0.010720000000000063,0.1763235662071305,0.1763235662071305
1892,3.75,60.73,54.924,3.75,60.759,54.736,3.75,2.05472,2.06633,0.011609999999999676,0.19022355269524618,0.19022355269524618
1893,3.75,60.759,54.736,3.75,60.856,54.578,3.75,2.06633,2.0776,0.011270000000000113,0.18539956850003292,0.18539956850003295
1894,3.75,60.856,54.578,3.75,61.009,54.47,3.75,2.0776,2.089,0.011400000000000077,0.18727786842016458,0.1872778684201646
1895,3.75,61.009,54.47,3.75,61.182,54.43,3.75,2.089,2.09979,0.010790000000000077,0.1775640729427002,0.1775640729427002
1896,3.75,61.182,54.43,3.75,61.365,54.46,3.75,2.09979,2.1111,0.011309999999999931,0.18544271352630712,0.1854427135263071
1897,3.75,61.365,54.46,3.75,61.517,54.552,3.75,2.1111,2.12195,0.010850000000000026,0.1776738585161027,0.1776738585161027
1898,3.75,61.517,54.552,3.75,61.627,54.704,3.75,2.12195,2.1334,0.01144999999999996,0.18762729012593074,0.18762729012593074
1899,3.75,61.627,54.704,3.75,61.669,54.875,3.75,2.1334,2.14414,0.010740000000000194,0.17608236708994834,0.17608236708994834
1900,3.75,61.669,54.875,3.75,61.641,55.065,3.75,2.14414,2.15578,0.011639999999999873,0.19205207627099236,0.19205207627099233
1901,3.75,61.641,55.065,3.75,61.542,55.223,3.75,2.15578,2.16716,0.011379999999999946,0.18645374761586245,0.18645374761586245
1902,3.75,61.542,55.223,3.75,61.446,55.29,3.75,2.16716,2.17429,0.007130000000000081,0.11706835610018927,0.11706835610018927
1909,3.75,63.773,52.095,3.75,63.73,51.924,3.75,2.0,2.01073,0.010730000000000128,0.1763235662071305,0.1763235662071305
1910,3.75,63.73,51.924,3.75,63.759,51.736,3.75,2.01073,2.02233,0.011600000000000055,0.19022355269524618,0.19022355269524618
1911,3.75,63.759,51.736,3.75,63.856,51.578,3.75,2.02233,2.03361,0.011279999999999735,0.18539956850003292,0.18539956850003295
1912,3.75,63.856,51.578,3.75,64.009,51.47,3.75,2.03361,2.045,0.011390000000000011,0.18727786842016458,0.1872778684201646
1913,3.75,64.009,51.47,3.75,64.182,51.43,3.75,2.045,2.0558,0.010800000000000143,0.1775640729427002,0.1775640729427002
1914,3.75,64.182,51.43,3.75,64.365,51.46,3.75,2.0558,2.0671,0.011299999999999866,0.1854427135263001,0.1854427135263001
1915,3.75,64.365,51.46,3.75,64.517,51.552,3.75,2.0671,2.07795,0.010850000000000026,0.1776738585161027,0.1776738585161027
1916,3.75,64.517,51.552,3.75,64.627,51.704,3.75,2.07795,2.0894,0.01144999999999996,0.18762729012593074,0.18762729012593074
1917,3.75,64.627,51.704,3.75,64.669,51.875,3.75,2.0894,2.10014,0.010740000000000194,0.17608236708995004,0.17608236708995004
1918,3.75,64.669,51.875,3.75,64.641,52.065,3.75,2.10014,2.11179,0.011649999999999938,0.1920520762709913,0.1920520762709913
1919,3.75,64.641,52.065,3.75,64.542,52.223,3.75,2.11179,2.12316,0.01136999999999988,0.18645374761586622,0.18645374761586622
1920,3.75,64.542,52.223,3.75,64.385,52.333,3.75,2.12316,2.13486,0.011700000000000266,0.19170028690640703,0.19170028690640703
1921,3.75,64.385,52.333,3.75,64.207,52.37,3.75,2.13486,2.14593,0.011069999999999691,0.18180484041962144,0.18180484041962144
1922,3.75,64.207,52.37,3.75,64.022,52.335,3.75,2.14593,2.15741,0.011480000000000157,0.18828170383761494,0.18828170383761494
1923,3.75,64.022,52.335,3.75,63.878,52.242,3.75,2.15741,2.16781,0.010399999999999743,0.17142053552594633,0.17142053552594633
1924,3.75,63.878,52.242,3.75,63.816,52.156,3.75,2.16781,2.17429,0.006480000000000263,0.10601886624558597,0.10601886624558599
1926,3.75,65.573,52.095,3.75,65.53,51.922,3.75,2.17429,2.18512,0.010829999999999895,0.17826384939184936,0.17826384939184936
1927,3.75,65.53,51.922,3.75,65.567,51.704,3.75,2.18512,2.19865,0.013530000000000264,0.22111761576138125,0.22111761576138125
1928,3.75,65.567,51.704,3.75,65.666,51.571,3.75,2.19865,2.20873,0.010079999999999867,0.1658010856418059,0.1658010856418059
1929,3.75,65.666,51.571,3.75,65.809,51.47,3.75,2.20873,2.21938,0.010650000000000048,0.175071414000116,0.175071414000116
1930,3.75,65.809,51.47,3.75,65.982,51.43,3.75,2.21938,2.23018,0.010799999999999699,0.1775640729427002,0.1775640729427002
1931,3.75,65.982,51.43,3.75,66.165,51.46,3.75,2.23018,2.24148,0.01130000000000031,0.1854427135263141,0.1854427135263141
1932,3.75,66.165,51.46,3.75,66.317,51.552,3.75,2.24148,2.25234,0.010859999999999648,0.17767385851609055,0.17767385851609055
1933,3.75,66.317,51.552,3.75,66.427,51.704,3.75,2.25234,2.26378,0.011440000000000339,0.18762729012593907,0.18762729012593907
1934,3.75,66.427,51.704,3.75,66.469,51.875,3.75,2.26378,2.27452,0.01073999999999975,0.17608236708994665,0.17608236708994665
1935,3.75,66.469,51.875,3.75,66.441,52.064,3.75,2.27452,2.28617,0.011649999999999938,0.19106281689538535,0.19106281689538535
1936,3.75,66.441,52.064,3.75,66.342,52.223,3.75,2.28617,2.29755,0.01138000000000039,0.18730189534545666,0.1873018953454567
1937,3.75,66.342,52.223,3.75,66.185,52.333,3.75,2.29755,2.30924,0.011689999999999756,0.19170028690640703,0.19170028690640703
1938,3.75,66.185,52.333,3.75,66.007,52.37,3.75,2.30924,2.32031,0.011070000000000135,0.1818048404196075,0.1818048404196075
1939,3.75,66.007,52.37,3.75,65.822,52.335,3.75,2.32031,2.33179,0.011479999999999713,0.1882817038376289,0.1882817038376289
1940,3.75,65.822,52.335,3.75,65.678,52.242,3.75,2.33179,2.3422,0.010410000000000252,0.17142053552594633,0.17142053552594633
1941,3.75,65.678,52.242,3.75,65.616,52.156,3.75,2.3422,2.34867,0.006469999999999754,0.10601886624558597,0.10601886624558599
1948,3.75,77.75,40.75,3.75,77.75,70.25,3.75,2.0,3.79742,1.7974199999999998,29.5,29.5
1949,3.75,77.75,70.25,3.75,48.25,70.25,3.75,3.79742,5.59485,1.7974300000000003,29.5,29.5
1950,3.75,48.25,70.25,3.75,48.25,40.75,3.75,5.59485,7.39227,1.7974199999999998,29.5,29.5
1951,3.75,48.25,40.75,3.75,77.675,40.75,3.75,7.39227,9.18512,1.7928499999999996,29.424999999999997,29.424999999999997
1959,3.85,63.985,56.814,3.85,64.188,56.769,3.85,2.0,2.01268,0.012680000000000025,0.2079278721095403,0.2079278721095403
1960,3.85,64.188,56.769,3.85,64.396,56.806,3.85,2.01268,2.02554,0.012859999999999872,0.2112652361369453,0.2112652361369453
1961,3.85,64.396,56.806,3.85,64.569,56.918,3.85,2.02554,2.0381,0.012560000000000127,0.2060897862583225,0.2060897862583225
1962,3.85,64.569,56.918,3.85,64.684,57.083,3.85,2.0381,2.05037,0.012270000000000003,0.20112185361118404,0.20112185361118404
1963,3.85,64.684,57.083,3.85,64.751,57.362,3.85,2.05037,2.06784,0.017469999999999875,0.2869320477046837,0.2869320477046838
1964,3.85,64.751,57.362,3.85,64.996,57.406,3.85,2.06784,2.083,0.015160000000000284,0.24891966575583174,0.24891966575583174
1965,3.85,64.996,57.406,3.85,65.169,57.518,3.85,2.083,2.09556,0.012559999999999683,0.2060897862583225,0.2060897862583225
1966,3.85,65.169,57.518,3.85,65.284,57.683,3.85,2.09556,2.10783,0.012270000000000003,0.20112185361119217,0.20112185361119217
1967,3.85,65.284,57.683,3.85,65.331,57.878,3.85,2.10783,2.12005,0.01222000000000012,0.20058414693090737,0.20058414693090737
1968,3.85,65.331,57.878,3.85,65.296,58.091,3.85,2.12005,2.13321,0.01316000000000006,0.21585643377022648,0.21585643377022648
1969,3.85,65.296,58.091,3.85,65.188,58.262,3.85,2.13321,2.14549,0.012280000000000069,0.20224984548819974,0.20224984548819974
1970,3.85,65.188,58.262,3.85,65.031,58.378,3.85,2.14549,2.1574,0.011909999999999865,0.19520502042723906,0.19520502042723906
