line,z,x1,y1,z1,x2,y2,z2,e1,e2,delta_e,xy_distance,xyz_distance
14724,10.65,63.831,57.178,10.65,63.623,57.231,10.65,2.04957,2.06267,0.013099999999999667,0.21464622055839408,0.21464622055839408
14725,10.65,63.623,57.231,10.65,63.417,57.199,10.65,2.06267,2.07534,0.012670000000000403,0.20847062143141074,0.2084706214314107
14726,10.65,63.417,57.199,10.65,63.232,57.084,10.65,2.07534,2.08864,0.013299999999999645,0.21783020910791887,0.21783020910791887
14727,10.65,63.232,57.084,10.65,63.115,56.916,10.65,2.08864,2.10108,0.012440000000000229,0.2047266470198775,0.2047266470198775
14728,10.65,63.115,56.916,10.65,63.069,56.722,10.65,2.10108,2.11327,0.012189999999999923,0.19937903600930112,0.19937903600930112
14729,10.65,63.069,56.722,10.65,63.104,56.509,10.65,2.11327,2.12639,0.013119999999999798,0.21585643377022648,0.21585643377022648
14730,10.65,63.104,56.509,10.65,63.213,56.336,10.65,2.12639,2.13887,0.012480000000000047,0.20447493733952093,0.20447493733952093
14731,10.65,63.213,56.336,10.65,63.385,56.214,10.65,2.13887,2.15171,0.012840000000000185,0.21087437018281513,0.21087437018281513
14732,10.65,63.385,56.214,10.65,63.588,56.169,10.65,2.15171,2.16439,0.012680000000000025,0.2079278721095403,0.2079278721095403
14733,10.65,63.588,56.169,10.65,63.796,56.206,10.65,2.16439,2.17724,0.012849999999999806,0.21126523613694656,0.21126523613694656
14734,10.65,63.796,56.206,10.65,63.969,56.318,10.65,2.17724,2.18981,0.012570000000000192,0.20608978625831864,0.2060897862583186
14735,10.65,63.969,56.318,10.65,64.041,56.422,10.65,2.18981,2.19751,0.007699999999999818,0.12649110640673203,0.12649110640673203
14742,10.65,62.785,61.014,10.65,62.988,60.969,10.65,2.0,2.01269,0.01269000000000009,0.2079278721095403,0.2079278721095403
14743,10.65,62.988,60.969,10.65,63.196,61.006,10.65,2.01269,2.02554,0.012849999999999806,0.2112652361369453,0.2112652361369453
14744,10.65,63.196,61.006,10.65,63.369,61.118,10.65,2.02554,2.0381,0.012560000000000127,0.2060897862583225,0.2060897862583225
14745,10.65,63.369,61.118,10.65,63.483,61.281,10.65,2.0381,2.05021,0.012109999999999843,0.19890952717252708,0.1989095271725271
14746,10.65,63.483,61.281,10.65,63.546,61.524,10.65,2.05021,2.06552,0.015309999999999935,0.251033862257667,0.251033862257667
14747,10.65,63.546,61.524,10.65,63.47,61.742,10.65,2.06552,2.07958,0.014060000000000183,0.2308679276123007,0.2308679276123007
14748,10.65,63.47,61.742,10.65,63.367,61.882,10.65,2.07958,2.0902,0.010619999999999852,0.17380736463107793,0.1738073646310779
14749,10.65,63.367,61.882,10.65,63.207,61.989,10.65,2.0902,2.1019,0.011700000000000266,0.192481167910003,0.192481167910003
14750,10.65,63.207,61.989,10.65,63.019,62.031,10.65,2.1019,2.11364,0.011740000000000084,0.19263436868845868,0.19263436868845868
14751,10.65,63.019,62.031,10.65,62.817,61.999,10.65,2.11364,2.12608,0.012439999999999785,0.2045189477774591,0.2045189477774591
14752,10.65,62.817,61.999,10.65,62.632,61.884,10.65,2.12608,2.13939,0.013310000000000155,0.21783020910792264,0.2178302091079226
14753,10.65,62.632,61.884,10.65,62.515,61.716,10.65,2.13939,2.15182,0.012429999999999719,0.20472664701987167,0.20472664701987167
14754,10.65,62.515,61.716,10.65,62.469,61.522,10.65,2.15182,2.16401,0.012190000000000367,0.19937903600930806,0.19937903600930806
14755,10.65,62.469,61.522,10.65,62.504,61.309,10.65,2.16401,2.17713,0.013119999999999798,0.21585643377022648,0.21585643377022648
14756,10.65,62.504,61.309,10.65,62.613,61.136,10.65,2.17713,2.18961,0.012480000000000047,0.2044749373395149,0.20447493733951494
14757,10.65,62.613,61.136,10.65,62.724,61.057,10.65,2.18961,2.19788,0.00827,0.13624243098241992,0.13624243098241992
14764,10.65,54.834,52.378,10.65,54.623,52.431,10.65,2.0,2.01329,0.013290000000000024,0.21755459085020956,0.21755459085020956
14765,10.65,54.623,52.431,10.65,54.417,52.399,10.65,2.01329,2.02596,0.012669999999999959,0.20847062143140963,0.20847062143140963
14766,10.65,54.417,52.399,10.65,54.232,52.284,10.65,2.02596,2.03926,0.01330000000000009,0.21783020910792264,0.2178302091079226
14767,10.65,54.232,52.284,10.65,54.115,52.116,10.65,2.03926,2.0517,0.012439999999999785,0.20472664701987167,0.20472664701987167
14768,10.65,54.115,52.116,10.65,54.069,51.922,10.65,2.0517,2.06389,0.012189999999999923,0.19937903600930806,0.19937903600930806
14769,10.65,54.069,51.922,10.65,54.104,51.709,10.65,2.06389,2.07701,0.013120000000000243,0.21585643377021949,0.21585643377021946
14770,10.65,54.104,51.709,10.65,54.213,51.536,10.65,2.07701,2.08949,0.012480000000000047,0.20447493733952093,0.20447493733952093
14771,10.65,54.213,51.536,10.65,54.385,51.414,10.65,2.08949,2.10232,0.012830000000000119,0.21087437018281513,0.21087437018281513
14772,10.65,54.385,51.414,10.65,54.586,51.369,10.65,2.10232,2.11485,0.01252999999999993,0.20597572672526332,0.20597572672526332
14773,10.65,54.586,51.369,10.65,54.775,51.399,10.65,2.11485,2.12655,0.011699999999999822,0.19136614120580497,0.19136614120580497
14774,10.65,54.775,51.399,10.65,54.936,51.49,10.65,2.12655,2.1378,0.011249999999999982,0.1849378273907224,0.1849378273907224
14775,10.65,54.936,51.49,10.65,55.046,51.616,10.65,2.1378,2.14798,0.010180000000000078,0.16726027621643846,0.16726027621643846
14776,10.65,55.046,51.616,10.65,55.142,51.827,10.65,2.14798,2.1621,0.014120000000000132,0.23181242417092332,0.23181242417092332
14777,10.65,55.142,51.827,10.65,55.101,52.073,10.65,2.1621,2.17731,0.015209999999999724,0.24939326374222984,0.24939326374222984
14778,10.65,55.101,52.073,10.65,55.004,52.245,10.65,2.17731,2.18937,0.01205999999999996,0.19746645284705763,0.19746645284705763
14779,10.65,55.004,52.245,10.65,54.893,52.331,10.65,2.18937,2.1979,0.00853000000000037,0.140417235409334,0.140417235409334
14781,10.65,55.315,50.916,10.65,55.269,50.722,10.65,2.1979,2.21009,0.012189999999999923,0.19937903600930112,0.19937903600930112
14782,10.65,55.269,50.722,10.65,55.304,50.509,10.65,2.21009,2.22321,0.013119999999999798,0.21585643377022765,0.21585643377022765
14783,10.65,55.304,50.509,10.65,55.413,50.336,10.65,2.22321,2.23569,0.012480000000000047,0.20447493733951716,0.20447493733951716
14784,10.65,55.413,50.336,10.65,55.585,50.214,10.65,2.23569,2.24853,0.012840000000000185,0.21087437018282093,0.21087437018282093
14785,10.65,55.585,50.214,10.65,55.788,50.169,10.65,2.24853,2.26121,0.012680000000000025,0.20792787210953337,0.20792787210953337
14786,10.65,55.788,50.169,10.65,55.996,50.206,10.65,2.26121,2.27406,0.012849999999999806,0.21126523613695355,0.21126523613695355
14787,10.65,55.996,50.206,10.65,56.169,50.318,10.65,2.27406,2.28663,0.012570000000000192,0.20608978625831267,0.20608978625831267
14788,10.65,56.169,50.318,10.65,56.284,50.483,10.65,2.28663,2.2989,0.012270000000000003,0.2011218536111881,0.2011218536111881
14789,10.65,56.284,50.483,10.65,56.331,50.678,10.65,2.2989,2.31112,0.012219999999999676,0.20058414693090904,0.20058414693090904
14790,10.65,56.331,50.678,10.65,56.296,50.891,10.65,2.31112,2.32427,0.013149999999999995,0.21585643377022765,0.21585643377022765
14791,10.65,56.296,50.891,10.65,56.188,51.062,10.65,2.32427,2.33656,0.012290000000000134,0.20224984548819594,0.20224984548819594
14792,10.65,56.188,51.062,10.65,56.031,51.178,10.65,2.33656,2.34847,0.011909999999999865,0.19520502042724477,0.19520502042724477
14793,10.65,56.031,51.178,10.65,55.823,51.231,10.65,2.34847,2.36157,0.013100000000000112,0.2146462205583872,0.2146462205583872
14794,10.65,55.823,51.231,10.65,55.617,51.199,10.65,2.36157,2.37424,0.012669999999999959,0.20847062143141776,0.20847062143141773
14795,10.65,55.617,51.199,10.65,55.432,51.084,10.65,2.37424,2.38754,0.01330000000000009,0.21783020910791284,0.21783020910791284
14796,10.65,55.432,51.084,10.65,55.358,50.978,10.65,2.38754,2.39541,0.007870000000000044,0.1292749008895428,0.1292749008895428
14803,10.65,48.25,40.75,10.65,77.75,40.75,10.65,2.0,3.79742,1.7974199999999998,29.5,29.5
14804,10.65,77.75,40.75,10.65,77.75,70.25,10.65,3.79742,5.59485,1.7974300000000003,29.5,29.5
14805,10.65,77.75,70.25,10.65,48.25,70.25,10.65,5.59485,7.39227,1.7974199999999998,29.5,29.5
14806,10.65,48.25,70.25,10.65,48.25,40.825,10.65,7.39227,9.18512,1.7928499999999996,29.424999999999997,29.424999999999997
14814,10.75,68.092,61.668,10.75,68.279,61.63,10.75,2.0,2.01166,0.011660000000000004,0.1908219064992247,0.1908219064992247
14815,10.75,68.279,61.63,10.75,68.449,61.662,10.75,2.01166,2.02217,0.01051000000000002,0.17298554852935072,0.17298554852935072
14816,10.75,68.449,61.662,10.75,68.601,61.756,10.75,2.02217,2.03307,0.01089999999999991,0.17871765441612233,0.17871765441612236
14817,10.75,68.601,61.756,10.75,68.71,61.908,10.75,2.03307,2.04449,0.011420000000000208,0.1870427758562173,0.1870427758562173
14818,10.75,68.71,61.908,10.75,68.75,62.096,10.75,2.04449,2.05617,0.01167999999999969,0.1922082204277401,0.1922082204277401
14819,10.75,68.75,62.096,10.75,68.719,62.268,10.75,2.05617,2.06682,0.010650000000000048,0.1747712791050114,0.17477127910501142
14820,10.75,68.719,62.268,10.75,68.622,62.423,10.75,2.06682,2.07796,0.01114000000000015,0.18284966502566863,0.18284966502566863
14821,10.75,68.622,62.423,10.75,68.465,62.533,10.75,2.07796,2.08966,0.011699999999999822,0.19170028690640703,0.19170028690640703
14822,10.75,68.465,62.533,10.75,68.286,62.571,10.75,2.08966,2.10079,0.011130000000000084,0.18298907071188836,0.18298907071188839
14823,10.75,68.286,62.571,10.75,68.092,62.532,10.75,2.10079,2.11282,0.012030000000000207,0.1978812775378235,0.1978812775378235
14824,10.75,68.092,62.532,10.75,67.936,62.422,10.75,2.11282,2.12446,0.011639999999999873,0.19088216260299778,0.19088216260299778
14825,10.75,67.936,62.422,10.75,67.841,62.267,10.75,2.12446,2.1355,0.011039999999999939,0.18179658962698017,0.18179658962698017
14826,10.75,67.841,62.267,10.75,67.811,62.1,10.75,2.1355,2.14587,0.01036999999999999,0.16967321532875998,0.16967321532875995
14827,10.75,67.811,62.1,10.75,67.841,61.933,10.75,2.14587,2.15624,0.01036999999999999,0.16967321532875998,0.16967321532875995
14828,10.75,67.841,61.933,10.75,67.936,61.778,10.75,2.15624,2.16727,0.011029999999999873,0.18179658962698622,0.18179658962698622
14829,10.75,67.936,61.778,10.75,68.03,61.712,10.75,2.16727,2.1743,0.007030000000000314,0.11485643212288235,0.11485643212288235
14836,10.75,70.361,58.667,10.75,70.331,58.5,10.75,2.0,2.01037,0.01036999999999999,0.16967321532876248,0.16967321532876248
14837,10.75,70.331,58.5,10.75,70.361,58.333,10.75,2.01037,2.02074,0.01036999999999999,0.16967321532876248,0.16967321532876248
14838,10.75,70.361,58.333,10.75,70.456,58.178,10.75,2.02074,2.03178,0.011039999999999939,0.1817965896269788,0.1817965896269788
14839,10.75,70.456,58.178,10.75,70.612,58.068,10.75,2.03178,2.04337,0.01158999999999999,0.19088216260299778,0.19088216260299778
14840,10.75,70.612,58.068,10.75,70.799,58.03,10.75,2.04337,2.05503,0.011660000000000004,0.19082190649923864,0.19082190649923864
14841,10.75,70.799,58.03,10.75,70.969,58.062,10.75,2.05503,2.06554,0.01051000000000002,0.17298554852933676,0.17298554852933676
14842,10.75,70.969,58.062,10.75,71.121,58.156,10.75,2.06554,2.07644,0.01089999999999991,0.17871765441612233,0.17871765441612236
14843,10.75,71.121,58.156,10.75,71.23,58.308,10.75,2.07644,2.08786,0.011420000000000208,0.18704277585622558,0.18704277585622558
14844,10.75,71.23,58.308,10.75,71.27,58.496,10.75,2.08786,2.09954,0.011680000000000135,0.1922082204277441,0.1922082204277441
14845,10.75,71.27,58.496,10.75,71.239,58.668,10.75,2.09954,2.11019,0.010649999999999604,0.1747712791050019,0.1747712791050019
14846,10.75,71.239,58.668,10.75,71.142,58.823,10.75,2.11019,2.12133,0.01114000000000015,0.18284966502567618,0.18284966502567618
14847,10.75,71.142,58.823,10.75,70.985,58.933,10.75,2.12133,2.13303,0.011700000000000266,0.19170028690640703,0.19170028690640703
14848,10.75,70.985,58.933,10.75,70.806,58.971,10.75,2.13303,2.14416,0.01112999999999964,0.18298907071188836,0.18298907071188839
14849,10.75,70.806,58.971,10.75,70.612,58.932,10.75,2.14416,2.15619,0.012030000000000207,0.1978812775378221,0.19788127753782211
14850,10.75,70.612,58.932,10.75,70.456,58.822,10.75,2.15619,2.16783,0.011639999999999873,0.19088216260299778,0.19088216260299778
14851,10.75,70.456,58.822,10.75,70.401,58.731,10.75,2.16783,2.1743,0.006470000000000198,0.10632967600816315,0.10632967600816315
14853,10.75,71.561,58.067,10.75,71.531,57.9,10.75,2.1743,2.18467,0.01036999999999999,0.16967321532876248,0.16967321532876248
14854,10.75,71.531,57.9,10.75,71.561,57.733,10.75,2.18467,2.19504,0.01036999999999999,0.16967321532876248,0.16967321532876248
14855,10.75,71.561,57.733,10.75,71.656,57.578,10.75,2.19504,2.20607,0.011029999999999873,0.18179658962697273,0.18179658962697273
14856,10.75,71.656,57.578,10.75,71.812,57.468,10.75,2.20607,2.21767,0.011600000000000055,0.19088216260299778,0.19088216260299778
14857,10.75,71.812,57.468,10.75,71.999,57.43,10.75,2.21767,2.22933,0.011660000000000004,0.19082190649922612,0.19082190649922612
14858,10.75,71.999,57.43,10.75,72.169,57.462,10.75,2.22933,2.23983,0.010499999999999954,0.17298554852935205,0.17298554852935205
14859,10.75,72.169,57.462,10.75,72.321,57.556,10.75,2.23983,2.25074,0.010909999999999975,0.17871765441611862,0.17871765441611862
14860,10.75,72.321,57.556,10.75,72.43,57.708,10.75,2.25074,2.26216,0.011420000000000208,0.18704277585622558,0.18704277585622558
14861,10.75,72.43,57.708,10.75,72.47,57.896,10.75,2.26216,2.27384,0.01167999999999969,0.1922082204277441,0.1922082204277441
14862,10.75,72.47,57.896,10.75,72.439,58.068,10.75,2.27384,2.28448,0.010639999999999983,0.1747712791050044,0.1747712791050044
14863,10.75,72.439,58.068,10.75,72.342,58.223,10.75,2.28448,2.29563,0.011150000000000215,0.18284966502566863,0.18284966502566863
14864,10.75,72.342,58.223,10.75,72.185,58.333,10.75,2.29563,2.30733,0.011699999999999822,0.19170028690640703,0.19170028690640703
14865,10.75,72.185,58.333,10.75,72.006,58.371,10.75,2.30733,2.31846,0.011130000000000084,0.18298907071188986,0.18298907071188986
14866,10.75,72.006,58.371,10.75,71.812,58.332,10.75,2.31846,2.33049,0.012030000000000207,0.1978812775378235,0.1978812775378235
14867,10.75,71.812,58.332,10.75,71.656,58.222,10.75,2.33049,2.34213,0.011639999999999873,0.19088216260299778,0.19088216260299778
14868,10.75,71.656,58.222,10.75,71.601,58.131,10.75,2.34213,2.34859,0.006460000000000132,0.10632967600816315,0.10632967600816315
14875,10.75,70.985,54.733,10.75,70.806,54.771,10.75,2.0,2.01113,0.011130000000000084,0.18298907071188986,0.18298907071188986
14876,10.75,70.806,54.771,10.75,70.612,54.732,10.75,2.01113,2.02316,0.012029999999999763,0.1978812775378235,0.1978812775378235
14877,10.75,70.612,54.732,10.75,70.456,54.622,10.75,2.02316,2.0348,0.011640000000000317,0.19088216260299778,0.19088216260299778
14878,10.75,70.456,54.622,10.75,70.361,54.467,10.75,2.0348,2.04584,0.011039999999999939,0.1817965896269788,0.1817965896269788
14879,10.75,70.361,54.467,10.75,70.331,54.3,10.75,2.04584,2.05621,0.01036999999999999,0.16967321532876248,0.16967321532876248
14880,10.75,70.331,54.3,10.75,70.361,54.133,10.75,2.05621,2.06658,0.01036999999999999,0.16967321532875548,0.16967321532875548
14881,10.75,70.361,54.133,10.75,70.456,53.978,10.75,2.06658,2.07761,0.011029999999999873,0.1817965896269788,0.1817965896269788
14882,10.75,70.456,53.978,10.75,70.612,53.868,10.75,2.07761,2.08921,0.011600000000000055,0.19088216260299778,0.19088216260299778
14883,10.75,70.612,53.868,10.75,70.799,53.83,10.75,2.08921,2.10087,0.011660000000000004,0.19082190649924005,0.19082190649924005
14884,10.75,70.799,53.83,10.75,70.969,53.862,10.75,2.10087,2.11137,0.010499999999999954,0.17298554852933806,0.17298554852933806
14885,10.75,70.969,53.862,10.75,71.121,53.956,10.75,2.11137,2.12228,0.010909999999999975,0.17871765441612233,0.17871765441612236
14886,10.75,71.121,53.956,10.75,71.23,54.108,10.75,2.12228,2.1337,0.011420000000000208,0.1870427758562198,0.1870427758562198
14887,10.75,71.23,54.108,10.75,71.27,54.296,10.75,2.1337,2.14538,0.01167999999999969,0.1922082204277441,0.1922082204277441
14888,10.75,71.27,54.296,10.75,71.239,54.468,10.75,2.14538,2.15602,0.010639999999999983,0.17477127910500886,0.1747712791050089
14889,10.75,71.239,54.468,10.75,71.142,54.623,10.75,2.15602,2.16717,0.011150000000000215,0.18284966502567016,0.18284966502567016
14890,10.75,71.142,54.623,10.75,71.046,54.69,10.75,2.16717,2.1743,0.007130000000000081,0.11706835610017761,0.11706835610017761
14897,10.75,67.925,53.533,10.75,67.746,53.571,10.75,2.0,2.01113,0.011130000000000084,0.18298907071188836,0.18298907071188839
14898,10.75,67.746,53.571,10.75,67.552,53.532,10.75,2.01113,2.02316,0.012029999999999763,0.19788127753780957,0.19788127753780954
14899,10.75,67.552,53.532,10.75,67.396,53.422,10.75,2.02316,2.0348,0.011640000000000317,0.1908821626030094,0.1908821626030094
14900,10.75,67.396,53.422,10.75,67.301,53.267,10.75,2.0348,2.04584,0.011039999999999939,0.18179658962697273,0.18179658962697273
14901,10.75,67.301,53.267,10.75,67.271,53.1,10.75,2.04584,2.05621,0.01036999999999999,0.16967321532876248,0.16967321532876248
14902,10.75,67.271,53.1,10.75,67.301,52.933,10.75,2.05621,2.06658,0.01036999999999999,0.16967321532876248,0.16967321532876248
14903,10.75,67.301,52.933,10.75,67.396,52.778,10.75,2.06658,2.07761,0.011029999999999873,0.1817965896269788,0.1817965896269788
14904,10.75,67.396,52.778,10.75,67.552,52.668,10.75,2.07761,2.08921,0.011600000000000055,0.1908821626030094,0.1908821626030094
14905,10.75,67.552,52.668,10.75,67.739,52.63,10.75,2.08921,2.10087,0.011660000000000004,0.1908219064992247,0.1908219064992247
14906,10.75,67.739,52.63,10.75,67.909,52.662,10.75,2.10087,2.11137,0.010499999999999954,0.17298554852935072,0.17298554852935072
14907,10.75,67.909,52.662,10.75,68.061,52.756,10.75,2.11137,2.12228,0.010909999999999975,0.17871765441612233,0.17871765441612236
14908,10.75,68.061,52.756,10.75,68.17,52.908,10.75,2.12228,2.1337,0.011420000000000208,0.1870427758562173,0.1870427758562173
14909,10.75,68.17,52.908,10.75,68.21,53.096,10.75,2.1337,2.14538,0.01167999999999969,0.19220822042773714,0.19220822042773714
14910,10.75,68.21,53.096,10.75,68.179,53.268,10.75,2.14538,2.15602,0.010639999999999983,0.17477127910500886,0.1747712791050089
14911,10.75,68.179,53.268,10.75,68.082,53.423,10.75,2.15602,2.16717,0.011150000000000215,0.18284966502567618,0.18284966502567618
14912,10.75,68.082,53.423,10.75,67.986,53.49,10.75,2.16717,2.1743,0.007130000000000081,0.11706835610017761,0.11706835610017761
14914,10.75,66.125,52.933,10.75,65.946,52.971,10.75,2.1743,2.18543,0.011130000000000084,0.18298907071188836,0.18298907071188839
14915,10.75,65.946,52.971,10.75,65.752,52.932,10.75,2.18543,2.19746,0.012029999999999763,0.1978812775378221,0.19788127753782211
14916,10.75,65.752,52.932,10.75,65.596,52.822,10.75,2.19746,2.2091,0.011639999999999873,0.19088216260299778,0.19088216260299778
14917,10.75,65.596,52.822,10.75,65.501,52.667,10.75,2.2091,2.22013,0.011030000000000317,0.1817965896269788,0.1817965896269788
14918,10.75,65.501,52.667,10.75,65.471,52.5,10.75,2.22013,2.2305,0.01036999999999999,0.16967321532876248,0.16967321532876248
14919,10.75,65.471,52.5,10.75,65.501,52.333,10.75,2.2305,2.24087,0.01036999999999999,0.16967321532876248,0.16967321532876248
14920,10.75,65.501,52.333,10.75,65.596,52.178,10.75,2.24087,2.25191,0.011039999999999939,0.1817965896269788,0.1817965896269788
14921,10.75,65.596,52.178,10.75,65.752,52.068,10.75,2.25191,2.2635,0.01158999999999999,0.19088216260299778,0.19088216260299778
14922,10.75,65.752,52.068,10.75,65.939,52.03,10.75,2.2635,2.27516,0.011660000000000004,0.1908219064992247,0.1908219064992247
14923,10.75,65.939,52.03,10.75,66.109,52.062,10.75,2.27516,2.28567,0.01051000000000002,0.17298554852935072,0.17298554852935072
14924,10.75,66.109,52.062,10.75,66.261,52.156,10.75,2.28567,2.29658,0.010909999999999975,0.17871765441612233,0.17871765441612236
14925,10.75,66.261,52.156,10.75,66.37,52.308,10.75,2.29658,2.308,0.011419999999999764,0.18704277585622558,0.18704277585622558
14926,10.75,66.37,52.308,10.75,66.41,52.496,10.75,2.308,2.31968,0.011680000000000135,0.1922082204277441,0.1922082204277441
14927,10.75,66.41,52.496,10.75,66.379,52.668,10.75,2.31968,2.33032,0.010639999999999983,0.1747712791050019,0.1747712791050019
14928,10.75,66.379,52.668,10.75,66.282,52.823,10.75,2.33032,2.34147,0.011150000000000215,0.18284966502567618,0.18284966502567618
14929,10.75,66.282,52.823,10.75,66.186,52.89,10.75,2.34147,2.34859,0.007120000000000015,0.11706835610017761,0.11706835610017761
14936,10.75,64.03,56.508,10.75,64.07,56.696,10.75,2.0,2.01168,0.011680000000000135,0.19220822042773714,0.19220822042773714
14937,10.75,64.07,56.696,10.75,64.039,56.868,10.75,2.01168,2.02232,0.010639999999999983,0.17477127910500886,0.1747712791050089
14938,10.75,64.039,56.868,10.75,63.942,57.023,10.75,2.02232,2.03347,0.011149999999999771,0.1828496650256724,0.1828496650256724
14939,10.75,63.942,57.023,10.75,63.785,57.133,10.75,2.03347,2.04517,0.011700000000000266,0.19170028690641283,0.19170028690641286
14940,10.75,63.785,57.133,10.75,63.606,57.171,10.75,2.04517,2.0563,0.01112999999999964,0.18298907071188142,0.18298907071188142
14941,10.75,63.606,57.171,10.75,63.412,57.132,10.75,2.0563,2.06833,0.012030000000000207,0.1978812775378235,0.1978812775378235
14942,10.75,63.412,57.132,10.75,63.256,57.022,10.75,2.06833,2.07997,0.011639999999999873,0.19088216260300359,0.19088216260300359
14943,10.75,63.256,57.022,10.75,63.161,56.867,10.75,2.07997,2.091,0.011030000000000317,0.1817965896269788,0.1817965896269788
14944,10.75,63.161,56.867,10.75,63.131,56.7,10.75,2.091,2.10137,0.01036999999999999,0.16967321532875548,0.16967321532875548
14945,10.75,63.131,56.7,10.75,63.161,56.533,10.75,2.10137,2.11174,0.01036999999999999,0.16967321532876248,0.16967321532876248
14946,10.75,63.161,56.533,10.75,63.256,56.378,10.75,2.11174,2.12278,0.011039999999999939,0.1817965896269788,0.1817965896269788
14947,10.75,63.256,56.378,10.75,63.412,56.268,10.75,2.12278,2.13437,0.01158999999999999,0.19088216260300359,0.19088216260300359
14948,10.75,63.412,56.268,10.75,63.599,56.23,10.75,2.13437,2.14603,0.011660000000000004,0.19082190649922612,0.19082190649922612
14949,10.75,63.599,56.23,10.75,63.769,56.262,10.75,2.14603,2.15654,0.01051000000000002,0.17298554852935205,0.17298554852935205
14950,10.75,63.769,56.262,10.75,63.921,56.356,10.75,2.15654,2.16745,0.010909999999999975,0.17871765441612233,0.17871765441612236
14951,10.75,63.921,56.356,10.75,63.986,56.447,10.75,2.16745,2.1743,0.006850000000000023,0.1118302284715537,0.1118302284715537
14958,10.75,62.812,61.068,10.75,62.999,61.03,10.75,2.0,2.01166,0.011660000000000004,0.19082190649923167,0.19082190649923167
14959,10.75,62.999,61.03,10.75,63.169,61.062,10.75,2.01166,2.02216,0.010499999999999954,0.17298554852934375,0.17298554852934375
14960,10.75,63.169,61.062,10.75,63.321,61.156,10.75,2.02216,2.03307,0.010909999999999975,0.17871765441612233,0.17871765441612236
14961,10.75,63.321,61.156,10.75,63.43,61.308,10.75,2.03307,2.04449,0.011420000000000208,0.18704277585622145,0.18704277585622145
14962,10.75,63.43,61.308,10.75,63.47,61.496,10.75,2.04449,2.05617,0.01167999999999969,0.19220822042774557,0.19220822042774557
14963,10.75,63.47,61.496,10.75,63.439,61.668,10.75,2.05617,2.06682,0.010650000000000048,0.17477127910500315,0.17477127910500315
14964,10.75,63.439,61.668,10.75,63.342,61.823,10.75,2.06682,2.07796,0.01114000000000015,0.1828496650256724,0.1828496650256724
14965,10.75,63.342,61.823,10.75,63.185,61.933,10.75,2.07796,2.08966,0.011699999999999822,0.19170028690640703,0.19170028690640703
14966,10.75,63.185,61.933,10.75,63.006,61.971,10.75,2.08966,2.10079,0.011130000000000084,0.18298907071188836,0.18298907071188839
14967,10.75,63.006,61.971,10.75,62.812,61.932,10.75,2.10079,2.11282,0.012030000000000207,0.1978812775378221,0.19788127753782211
14968,10.75,62.812,61.932,10.75,62.656,61.822,10.75,2.11282,2.12446,0.011639999999999873,0.19088216260300359,0.19088216260300359
14969,10.75,62.656,61.822,10.75,62.561,61.667,10.75,2.12446,2.1355,0.011039999999999939,0.1817965896269788,0.1817965896269788
14970,10.75,62.561,61.667,10.75,62.531,61.5,10.75,2.1355,2.14587,0.01036999999999999,0.16967321532876248,0.16967321532876248
14971,10.75,62.531,61.5,10.75,62.561,61.333,10.75,2.14587,2.15624,0.01036999999999999,0.16967321532876248,0.16967321532876248
14972,10.75,62.561,61.333,10.75,62.656,61.178,10.75,2.15624,2.16727,0.011029999999999873,0.1817965896269788,0.1817965896269788
14973,10.75,62.656,61.178,10.75,62.75,61.112,10.75,2.16727,2.1743,0.007030000000000314,0.11485643212288817,0.11485643212288817
14980,10.75,54.785,52.333,10.75,54.606,52.371,10.75,2.0,2.01113,0.011130000000000084,0.1829890707118829,0.1829890707118829
14981,10.75,54.606,52.371,10.75,54.412,52.332,10.75,2.01113,2.02316,0.012029999999999763,0.1978812775378235,0.1978812775378235
14982,10.75,54.412,52.332,10.75,54.256,52.222,10.75,2.02316,2.0348,0.011640000000000317,0.19088216260300359,0.19088216260300359
14983,10.75,54.256,52.222,10.75,54.161,52.067,10.75,2.0348,2.04584,0.011039999999999939,0.1817965896269788,0.1817965896269788
14984,10.75,54.161,52.067,10.75,54.131,51.9,10.75,2.04584,2.05621,0.01036999999999999,0.16967321532876248,0.16967321532876248
14985,10.75,54.131,51.9,10.75,54.161,51.733,10.75,2.05621,2.06658,0.01036999999999999,0.16967321532876248,0.16967321532876248
14986,10.75,54.161,51.733,10.75,54.256,51.578,10.75,2.06658,2.07761,0.011029999999999873,0.18179658962697273,0.18179658962697273
14987,10.75,54.256,51.578,10.75,54.412,51.468,10.75,2.07761,2.08921,0.011600000000000055,0.19088216260300359,0.19088216260300359
14988,10.75,54.412,51.468,10.75,54.599,51.43,10.75,2.08921,2.10087,0.011660000000000004,0.19082190649922612,0.19082190649922612
14989,10.75,54.599,51.43,10.75,54.769,51.462,10.75,2.10087,2.11137,0.010499999999999954,0.17298554852935205,0.17298554852935205
14990,10.75,54.769,51.462,10.75,54.921,51.556,10.75,2.11137,2.12228,0.010909999999999975,0.17871765441611862,0.17871765441611862
14991,10.75,54.921,51.556,10.75,55.03,51.708,10.75,2.12228,2.1337,0.011420000000000208,0.18704277585622145,0.18704277585622145
14992,10.75,55.03,51.708,10.75,55.07,51.896,10.75,2.1337,2.14538,0.01167999999999969,0.19220822042774557,0.19220822042774557
14993,10.75,55.07,51.896,10.75,55.039,52.068,10.75,2.14538,2.15602,0.010639999999999983,0.17477127910500315,0.17477127910500315
